"","S1.sorted.bam","S2.sorted.bam","S3.sorted.bam","S4.sorted.bam","S5.sorted.bam","S6.sorted.bam"
"14417",11,19,7,17,9,9
"100628608",0,0,0,0,0,0
"54519",283,221,251,313,285,281
"56075",110,85,70,94,81,77
"11308",1640,1218,1106,1459,1264,1157
"74159",1197,965,865,1020,852,868
"67121",19,13,11,19,10,15
"27377",3801,3017,2787,3259,2895,2927
"70981",1,0,0,0,0,0
"18232",0,0,0,0,0,0
"76857",492,356,328,380,315,371
"100504187",42,31,36,24,42,23
"140483",6,4,0,2,3,5
"227606",0,0,0,0,0,0
"69677",0,0,0,0,0,0
"215257",2,4,1,3,2,3
"54448",0,0,0,0,0,0
"54450",0,0,0,0,0,0
"215274",0,0,0,0,0,0
"16181",5,8,7,7,4,1
"215632",4,0,1,1,0,0
"18510",0,0,0,0,0,0
"100504544",0,0,0,0,0,0
"12287",82,79,75,103,84,91
"77683",947,673,697,761,625,699
"215705",149,130,163,139,144,136
"67187",341,318,270,314,282,265
"67228",103,73,94,85,82,94
"107733",542,404,377,458,454,388
"241274",527,391,410,456,374,356
"100502743",0,0,1,4,0,0
"56876",760,621,685,706,663,555
"72090",0,0,1,0,0,0
"241275",0,0,0,0,0,0
"67122",20,29,39,30,33,22
"227612",190,104,145,122,123,126
"58202",972,703,728,735,823,694
"74472",2,1,1,1,0,0
"68222",0,0,1,1,0,1
"227613",3631,3096,3268,3188,3327,3123
"142681",0,0,0,0,0,0
"329360",0,0,0,0,0,0
"67859",0,0,0,0,0,0
"68846",8,6,4,5,5,4
"78797",412,346,415,430,300,279
"227615",121,101,117,126,100,73
"97031",121,123,132,161,157,132
"68475",494,385,450,404,440,382
"99152",2055,1662,1615,1780,1638,1502
"78217",0,3,0,0,2,0
"227618",9,5,9,6,12,11
"14810",22,8,12,16,19,14
"320354",1,0,2,1,0,1
"100272219",7,6,7,5,1,11
"227619",1213,995,1053,1127,989,917
"83768",541,399,464,498,471,381
"227620",1509,1243,1258,1329,1433,1173
"72080",74,63,65,54,40,45
"12496",11,9,19,9,16,14
"18146",1010,724,864,930,909,778
"14347",3,1,0,2,4,0
"11305",1748,1302,1264,1494,1206,1384
"100526555",0,0,0,0,0,0
"69454",78,80,71,91,85,73
"227622",512,411,456,453,488,375
"19215",206,158,178,146,157,138
"100503942",0,0,0,0,0,0
"77701",0,0,1,0,0,0
"69379",8,12,7,5,11,11
"30839",1037,845,898,964,874,867
"22030",426,431,419,425,459,407
"59022",2499,2048,2218,2319,2491,2087
"381352",49,28,27,25,24,32
"75454",285,214,219,241,289,215
"381353",17,6,20,15,16,12
"227624",3113,2506,2614,2517,2541,2311
"77058",14,3,9,11,14,5
"51875",133,115,125,133,126,94
"14133",4,2,1,3,4,2
"78076",1,0,0,2,0,2
"13863",0,0,1,4,2,0
"620709",0,0,1,0,0,0
"332578",0,0,0,0,0,0
"227627",0,0,0,0,0,0
"107771",281,233,288,275,288,260
"383678",0,0,0,1,0,0
"16820",0,0,0,0,0,0
"227630",0,0,0,0,0,0
"620858",0,0,0,0,0,0
"71103",0,1,0,3,0,0
"77704",0,1,0,1,0,0
"227631",0,0,0,0,0,0
"227632",7,3,15,2,3,1
"227634",2213,1724,1595,1951,1499,1674
"98766",2976,2614,2521,2695,2665,2358
"67991",451,345,375,406,372,334
"109299",840,700,835,736,843,713
"100504023",0,0,0,0,0,0
"16871",1,0,0,0,0,0
"227638",260,191,203,249,225,194
"77481",2,2,6,9,6,3
"329366",4,0,3,2,0,1
"67839",504,451,477,479,409,396
"52838",705,574,630,750,724,670
"332579",8,8,3,6,7,3
"227644",399,267,351,355,307,259
"68112",951,779,831,872,843,766
"66865",3338,2710,2693,2974,2616,2514
"64436",325,267,250,279,297,238
"227648",3173,2359,1946,2883,1833,2273
"100125929",20,17,20,13,11,17
"18128",739,536,469,666,408,485
"353156",48,56,57,39,45,51
"387145",0,0,0,0,0,0
"67512",179,157,176,203,166,171
"56279",64,60,40,72,70,56
"72091",78,67,62,52,48,45
"100306955",2,3,7,3,3,2
"100306954",5,3,3,6,10,6
"329369",0,0,0,0,0,0
"100039446",3,0,0,0,0,0
"16821",0,1,0,0,0,0
"80908",0,0,0,0,0,0
"20935",389,272,306,328,330,260
"20933",728,579,536,561,560,504
"27176",8393,6731,6916,7291,7645,6482
"20930",451,389,428,424,470,354
"20931",471,355,345,389,362,310
"20932",6467,5200,5409,5556,5288,5058
"279029",8,3,3,4,7,1
"227656",877,670,626,746,672,646
"279028",2,0,1,1,0,0
"381356",630,493,480,465,528,456
"227659",717,625,603,664,614,544
"66139",28823,23065,23754,25260,24552,22119
"77794",3450,2905,3122,3179,2740,2626
"109349",12,6,15,13,4,10
"329371",14,8,10,11,15,7
"13166",293,235,271,241,246,201
"192166",461,333,373,401,372,349
"22325",511,432,373,423,369,369
"100504116",70,59,47,75,62,59
"67382",3505,2697,2857,2804,2692,2527
"140858",865,684,739,796,786,701
"20181",2120,1626,1555,1701,1571,1514
"12831",10687,7339,8289,9463,7467,8213
"100038452",37,27,30,32,17,20
"14134",0,0,0,0,0,0
"100862306",0,0,0,0,0,0
"100504177",12,6,6,6,8,3
"56177",3001,2498,2569,2449,2512,2324
"241289",157,118,117,131,143,128
"69327",39,20,20,27,19,23
"118451",697,593,698,728,715,613
"227671",3,2,0,2,1,1
"19730",860,692,620,740,678,637
"12613",0,0,0,0,0,0
"70239",459,334,381,399,380,367
"14582",0,0,0,0,0,0
"64930",1413,1131,918,1151,920,1007
"69987",1,1,1,4,1,0
"68870",31,22,30,37,42,27
"100526498",0,0,0,0,0,0
"269252",1633,1186,1124,1374,1121,1174
"227674",225,197,188,226,199,222
"54422",1,1,0,3,0,1
"329375",0,0,0,0,0,0
"22130",294,229,238,242,242,197
"269254",2216,1589,1233,1683,1093,1412
"171171",23,18,26,34,24,18
"76220",55,28,31,43,50,35
"68975",335,243,277,307,344,298
"107746",9692,8112,7348,8799,7098,7627
"433416",0,2,0,0,4,1
"227682",662,502,497,527,540,485
"227683",225,172,182,180,189,202
"26569",827,610,649,686,634,600
"68205",567,490,476,555,550,464
"723904",0,0,0,0,0,0
"70319",8,12,10,3,5,7
"99151",215,159,185,189,188,144
"18286",755,619,556,656,592,538
"74412",1034,780,711,848,707,734
"20740",12060,8870,8302,10703,7123,8097
"71820",264,216,178,240,230,200
"56086",3890,3012,3254,3657,3559,3030
"263803",59,45,62,52,55,40
"66220",148,102,137,139,152,115
"227693",853,678,675,727,664,658
"70296",606,389,440,494,449,422
"13804",57,55,67,63,65,71
"227695",267,185,223,217,238,216
"70266",207,166,175,174,180,194
"67350",2,3,1,4,5,3
"241296",613,455,481,506,480,470
"227696",162,118,135,136,129,96
"227697",615,478,504,546,543,419
"227699",904,709,651,791,648,612
"227700",1257,1028,1060,1009,1105,927
"108958",412,296,377,377,400,324
"57170",257,182,157,166,158,146
"12908",3858,3270,3047,3298,3234,2957
"100862338",6,4,7,5,3,3
"110854",2150,1675,1739,1920,1869,1658
"72500",190,183,227,264,301,218
"78617",17,12,12,10,8,5
"665635",3,2,2,2,1,0
"100038700",13,10,11,7,5,6
"100526499",0,0,1,0,0,0
"73598",6,4,6,6,3,3
"66617",391,305,307,350,384,321
"72323",532,449,475,480,500,426
"20204",137,126,127,142,170,130
"64292",125,64,108,116,90,114
"30934",846,690,721,743,698,687
"30931",307,250,245,285,257,232
"227707",792,696,639,699,750,611
"74270",2858,2301,2424,2177,2123,2075
"14269",914,660,694,793,652,709
"320973",22,15,31,25,20,26
"277463",1954,1579,1625,1804,1616,1570
"14299",3077,2572,2773,2888,2855,2529
"665700",60,55,76,66,69,34
"11898",2288,1694,1479,2590,1986,2024
"100862380",2,2,2,0,3,2
"320267",1049,742,784,874,702,732
"100504258",0,0,0,0,0,0
"381359",0,0,0,1,0,0
"227715",322,269,313,301,266,268
"11350",1419,1023,1070,1214,1005,1075
"227717",64,56,78,51,66,53
"98970",16,10,9,3,5,9
"23928",36,33,20,40,19,30
"108897",5211,4212,4135,4438,4503,3792
"227720",1168,886,854,987,730,787
"100504305",199,169,178,164,162,146
"241303",1319,1005,1038,1279,1108,1012
"227721",1903,1590,1660,1714,1679,1523
"227723",17007,12664,10217,14673,10219,11826
"99011",437,304,342,352,290,291
"22245",379,311,349,385,394,338
"72931",1981,1624,1650,1632,1775,1492
"99412",3878,3045,3031,3259,2807,2707
"13429",188,173,200,180,175,154
"387239",0,0,0,0,0,0
"68379",1150,941,1001,1071,1054,880
"73737",689,548,594,630,701,566
"16819",27,28,26,30,61,32
"96979",452,336,365,381,386,370
"227731",263,182,177,210,222,188
"71254",106,69,80,90,85,70
"98952",74,76,67,67,74,72
"13481",265,205,213,229,247,212
"227733",0,0,2,0,1,0
"20448",2194,1752,1890,1806,1911,1770
"50935",797,628,689,653,702,614
"11636",13659,11168,11141,12039,12189,11422
"13805",986,634,707,759,639,795
"100316776",0,0,1,0,0,0
"14287",251,170,227,195,230,152
"107951",1071,868,916,992,912,841
"100499514",0,0,0,0,1,1
"100628606",0,0,2,0,1,0
"27387",9,9,9,10,7,6
"70730",0,0,1,0,0,0
"30933",173,148,157,140,174,131
"338348",15,10,7,7,21,6
"329384",197,174,188,212,190,188
"227736",105,76,87,97,85,74
"20910",729,501,531,606,529,549
"227737",5009,4088,4040,4684,4165,3970
"227738",567,452,417,500,461,427
"269261",6492,4844,4852,5381,5537,4661
"104367",35,21,46,34,36,20
"56017",193,180,191,211,228,182
"99326",61,54,48,64,40,45
"241308",149,132,113,134,109,104
"26360",4413,3381,3430,4160,3424,3645
"241311",222,125,139,149,176,160
"71834",655,488,544,592,565,457
"16917",10,4,13,10,9,4
"100504399",10,5,7,9,5,7
"72543",1059,919,825,1001,857,866
"320482",1,0,0,0,0,0
"100504427",0,2,1,0,0,0
"18516",475,389,381,469,432,384
"96990",0,0,0,1,0,0
"227743",1144,957,981,1007,1019,932
"66691",1929,1437,1242,1585,1222,1444
"14828",14122,10592,10336,12430,11149,10256
"227746",245,206,190,200,232,178
"30050",973,731,832,907,900,743
"66998",1126,896,927,932,1010,854
"77996",4,2,3,7,6,6
"74016",90,59,57,60,75,51
"22029",21,13,21,19,7,15
"15139",3,2,2,1,3,2
"98870",0,0,0,1,1,0
"26920",318,263,240,278,235,226
"68365",3421,2824,2788,3199,3217,2717
"100504493",0,0,0,0,0,0
"227753",7742,5653,6475,5958,5955,5916
"13830",5674,4656,4778,4488,4212,4223
"75859",0,0,0,0,0,0
"74854",0,0,0,0,0,0
"14594",521,430,361,495,455,409
"100042194",4,2,4,5,5,3
"69601",2063,1556,1572,1797,1562,1537
"74410",153,136,142,152,152,150
"77665",0,4,1,0,0,0
"100038606",1,0,0,0,0,0
"100861632",0,0,0,0,0,0
"68375",61,45,54,51,52,54
"75495",2,0,2,0,2,0
"16874",2,4,3,6,4,8
"67889",1528,1160,1125,1296,1168,1115
"67871",461,384,370,458,391,373
"100504593",0,0,0,0,1,0
"100861645",2,1,0,1,1,1
"19224",523,349,390,433,381,382
"258949",0,0,0,0,0,0
"675440",109,81,75,88,85,74
"258951",0,0,0,0,0,0
"258953",0,0,0,0,0,0
"258952",0,0,0,0,0,0
"258950",0,0,0,0,0,0
"258621",0,0,0,0,0,0
"258947",0,0,0,0,0,0
"258940",0,0,0,0,0,0
"258945",0,0,0,0,0,0
"258946",0,0,0,0,0,0
"18350",0,0,0,0,0,0
"18328",0,0,0,0,0,0
"258620",0,0,0,0,0,0
"258944",0,0,0,0,0,0
"258942",0,0,0,0,0,0
"258943",0,0,0,0,0,0
"258941",0,0,0,0,0,0
"258618",0,0,0,0,0,0
"258617",0,0,0,0,0,0
"258616",0,0,0,0,0,0
"227789",0,0,0,0,0,0
"258615",0,0,0,0,0,0
"258365",0,0,0,0,0,0
"259053",0,0,0,0,0,0
"258656",0,0,0,0,0,0
"236509",0,0,0,0,0,0
"545417",0,0,0,0,0,0
"258371",0,0,0,0,0,0
"67466",1015,866,810,961,842,828
"319817",2172,1361,1310,1482,1288,1440
"100217435",0,0,0,0,0,0
"241322",256,183,177,208,152,154
"320633",219,184,164,188,140,161
"227800",2133,1647,1502,1809,1402,1584
"338346",7,6,5,4,2,7
"20744",228,160,149,177,144,148
"241324",0,1,3,3,1,1
"227801",695,499,559,526,484,526
"16870",11,8,5,4,4,5
"59126",507,454,399,492,449,392
"19177",4515,3792,3697,3750,4024,3682
"26423",2,0,0,1,0,1
"14536",74,74,56,67,50,56
"387176",1,0,0,1,0,2
"723903",0,1,0,0,0,0
"241327",123,110,90,101,70,101
"76646",0,0,0,0,0,0
"66489",7774,6050,6093,6691,7148,5852
"74192",1104,917,946,966,1106,899
"76899",707,556,566,675,568,570
"320271",430,294,225,309,240,261
"100042584",1,0,2,0,0,0
"67857",876,630,656,736,657,727
"94217",1,1,2,0,0,2
"70789",0,0,0,0,0,0
"76117",2,0,1,5,0,0
"320872",0,0,0,0,0,0
"227835",263,231,247,221,231,207
"24136",2112,1541,1416,1853,1371,1612
"100628598",0,0,0,0,0,0
"433424",21,18,13,25,18,18
"69405",0,0,0,0,0,0
"100503843",0,0,0,0,0,0
"11480",947,713,674,826,664,713
"26428",737,582,597,647,644,556
"109241",604,467,398,570,357,418
"227867",554,381,459,583,466,453
"16574",258,248,210,241,206,175
"71897",0,1,2,0,0,2
"320343",39,35,31,29,38,36
"109129",2088,1764,1779,1829,1858,1569
"100502624",7,8,10,6,14,5
"227885",1,0,0,0,0,0
"74194",797,617,695,718,717,672
"329404",0,0,0,0,0,0
"387511",0,0,0,0,0,0
"433426",1,0,0,0,2,0
"71684",41,27,31,31,38,24
"64685",4,6,6,10,8,2
"21930",4,0,0,0,2,1
"51869",402,309,250,269,234,246
"17996",69215,40736,30265,51312,18966,45442
"78049",3,0,0,0,2,0
"75423",2815,2002,1980,2303,2033,1947
"12298",18,10,16,11,13,7
"625631",6,12,6,9,8,9
"56324",2123,1669,1532,1861,1547,1482
"71409",182,116,112,137,94,125
"56194",2236,1684,1589,1953,1466,1637
"65103",246,182,224,194,206,178
"67874",25,16,10,25,18,15
"271786",30,20,16,32,23,21
"16519",6,3,3,6,3,0
"18227",104,52,63,68,62,57
"767815",1,1,2,0,3,0
"75279",0,0,0,0,0,0
"227923",3,1,2,5,3,2
"14571",372,292,258,345,254,271
"241391",395,270,269,341,225,272
"77767",3,5,1,2,1,0
"227929",0,0,0,1,0,0
"100042926",1,0,0,0,0,0
"269275",4,2,6,7,4,2
"100502932",0,0,0,0,0,0
"667062",0,0,0,0,0,0
"11477",1029,772,862,893,881,808
"76654",2,0,1,2,0,0
"227933",3,7,7,4,3,2
"227937",1597,1327,1192,1470,1167,1200
"76676",10,2,1,1,5,4
"76747",0,0,0,0,0,0
"100038999",186,129,137,124,150,121
"66860",1434,997,950,1151,835,936
"72137",344,288,336,333,262,327
"407823",832,654,573,709,454,560
"667103",0,0,0,0,0,0
"100505179",25,13,15,18,6,18
"57438",1128,820,775,1020,828,835
"66205",265,171,161,184,203,161
"17076",77,54,54,57,53,55
"100039176",0,0,0,0,2,0
"18779",175,114,126,159,137,127
"16420",2298,1682,1761,1955,1745,1855
"56878",1816,1292,1250,1488,1305,1263
"100038493",3,4,1,7,3,0
"21353",890,690,689,782,694,623
"59029",2156,1613,1622,1739,1778,1651
"21375",1,0,0,1,1,1
"94229",8,1,4,8,3,5
"13482",2,1,0,1,2,1
"14526",0,0,0,0,0,0
"14089",19,13,8,20,11,16
"71586",75,64,68,102,66,76
"227960",57,59,52,53,60,41
"170738",40,22,12,21,13,17
"60344",137,99,119,131,89,112
"100503492",1,0,2,1,0,0
"50915",211,173,229,206,181,198
"319876",437,357,267,430,318,302
"320106",0,0,0,0,0,0
"20269",662,523,422,595,384,494
"110876",40,37,35,34,43,33
"77771",19,15,10,12,3,10
"14425",5,6,1,10,1,8
"73668",164,98,137,173,135,121
"20265",8,1,7,0,4,0
"100038743",0,0,0,0,0,0
"20274",4,4,13,1,0,4
"20272",75,38,39,48,56,26
"383709",0,0,0,0,0,0
"241431",22795,18698,15038,20116,11223,22289
"26877",32,21,18,41,19,24
"53416",154,102,114,142,123,115
"227998",0,0,0,0,0,0
"75721",0,0,0,0,0,0
"241447",1404,1019,804,1192,833,903
"329416",16,8,5,6,14,6
"66442",40,20,33,25,30,20
"14378",0,0,0,0,0,0
"27413",1,1,2,0,1,0
"241452",12,3,10,10,5,5
"14725",48,36,39,32,13,38
"72569",159,153,151,132,156,144
"228003",17763,14741,15773,15292,14177,14848
"320720",361,280,266,270,272,257
"228005",3030,2420,2666,2575,2871,2241
"75051",51,51,51,51,47,42
"674921",0,0,0,0,0,0
"73373",537,422,394,458,425,360
"277396",336,297,263,276,289,281
"20823",3232,2345,2588,2801,2697,2359
"75422",211,148,172,150,159,114
"68795",8710,6646,5274,7017,4865,6145
"329421",2,3,0,1,0,1
"64406",0,0,1,0,0,0
"68986",1,1,0,1,0,2
"66748",1,0,1,1,0,3
"14415",4,6,4,4,4,3
"70231",2976,2492,2520,2777,2766,2469
"228012",1099,861,775,963,752,801
"228019",212,193,177,203,194,199
"75763",162,95,154,135,100,92
"73649",2,0,6,1,3,4
"13427",3983,3038,3159,3530,3314,2926
"78830",2324,1931,1907,2073,1886,1909
"107435",244,203,195,233,240,193
"100861681",0,0,0,0,0,0
"66559",233,193,205,243,200,157
"100503424",32,21,30,30,8,14
"13390",18,10,12,7,5,15
"111970",2,1,1,2,3,1
"13392",46,31,29,43,36,38
"381371",1,1,0,0,0,0
"16403",978,715,606,980,644,759
"228026",1023,958,1106,1069,1018,1075
"56508",11,11,13,8,8,18
"100503680",1,1,0,0,0,0
"65964",2830,2200,2169,2354,2164,2482
"66953",4,7,13,6,7,1
"100861846",0,0,0,0,0,0
"383712",0,0,0,0,0,0
"74541",0,0,0,0,0,0
"20687",825,647,636,750,677,637
"100503849",26,26,18,24,24,15
"100628587",0,0,0,0,0,0
"67059",2433,1921,1836,2234,1965,1715
"381373",1,1,3,4,2,0
"66935",650,588,548,599,593,540
"74616",635,441,484,522,481,441
"68526",430,350,336,337,315,306
"215280",511,360,343,374,373,311
"11435",45908,37366,38488,38618,36387,37055
"100504117",47,30,23,32,21,23
"329427",207,135,238,149,127,90
"108699",2146,1716,1607,1862,1581,1483
"11909",752,536,532,647,498,581
"100038532",3,9,4,7,5,1
"228033",9599,8215,8702,7804,8420,7793
"73962",0,0,0,0,0,0
"69605",1443,1111,1043,1171,954,1044
"14029",0,0,0,0,0,0
"15433",0,0,0,0,0,0
"15432",0,0,0,0,0,0
"15431",1,1,3,1,0,1
"15430",25,24,12,23,20,14
"15438",117,100,105,139,139,98
"15437",355,244,234,309,284,247
"73429",2,4,4,2,2,2
"15434",38,34,37,48,29,33
"15436",97,63,63,66,75,41
"387144",0,0,0,0,0,0
"399588",4,0,3,3,2,3
"15429",0,0,0,1,0,0
"53375",960,677,656,819,802,741
"667739",1353,1054,1113,1212,1225,1083
"545423",79,48,39,41,73,46
"77269",0,0,0,0,0,0
"100504729",0,0,0,0,0,0
"229279",1414,997,1179,1228,1163,932
"18024",2008,1462,1653,1984,1700,1622
"320474",27,15,20,19,21,14
"623453",3,2,2,3,8,7
"228061",1319,1061,947,1193,937,947
"72421",87,56,71,71,67,72
"620631",6,5,5,9,9,9
"78802",52,45,43,61,47,42
"241489",2,0,1,0,1,0
"13067",0,0,0,0,0,0
"241490",761,611,664,688,664,607
"99031",42,33,30,35,31,22
"23992",284,199,224,210,212,167
"381375",0,0,0,0,0,0
"14231",450,330,342,351,335,310
"83435",427,345,347,351,325,277
"22138",88875,54435,44533,66310,29010,63031
"545428",6542,5264,4193,5498,3683,4528
"228071",893,705,650,762,596,655
"241494",330,252,278,296,247,237
"100503106",0,0,0,0,0,1
"80744",643,503,500,570,479,535
"329436",0,0,0,0,0,0
"100040494",0,0,0,0,0,0
"73823",0,0,0,0,0,0
"22193",577,465,520,547,549,464
"16401",1866,1328,1091,1650,918,1308
"228094",6,2,2,5,4,5
"100126874",0,0,0,0,0,0
"18012",1,0,0,2,1,0
"70599",455,327,360,378,300,332
"75276",3,1,1,3,2,0
"18573",45,37,44,33,27,44
"320769",0,0,0,0,0,0
"66861",1724,1324,1316,1527,1302,1389
"100503167",0,0,0,0,0,0
"20378",55,35,48,49,46,42
"50884",4138,3126,2912,3573,2777,3177
"68082",101,73,71,108,90,95
"735274",9,8,5,2,7,10
"69482",194,145,188,152,177,170
"241514",4,4,4,8,5,1
"241516",1,0,0,0,0,0
"69082",2856,2143,2262,2356,2536,2161
"16410",4666,3135,2966,3584,2618,3324
"241520",314,245,179,296,194,265
"71861",0,1,0,0,0,0
"54598",207,159,161,200,146,126
"21788",443,300,311,336,335,292
"672763",73,68,47,58,49,42
"100502854",73,51,46,54,58,50
"12388",4165,3117,3011,3552,2854,3101
"100270744",0,1,0,0,0,0
"72657",41,41,45,32,43,49
"66958",1490,1198,1250,1261,1240,1154
"381379",651,506,515,555,596,506
"228136",3294,2616,2482,2908,2498,2528
"98985",88,88,88,86,81,70
"241525",13,9,15,8,8,7
"387149",0,0,0,0,0,0
"100502874",12,8,10,8,15,23
"12258",162,124,172,138,158,158
"56791",76,78,86,88,80,71
"68678",199,202,195,151,149,172
"30059",303,263,272,305,307,271
"72401",5,6,8,3,3,8
"269295",6,1,1,2,2,1
"58207",60,63,45,73,45,39
"19074",0,0,0,0,0,0
"53856",0,0,0,0,0,0
"228139",22,9,17,37,26,9
"100862344",3,2,0,4,1,1
"20833",2056,1544,1645,1765,1678,1602
"228140",2168,1719,1710,1970,1666,1651
"74687",0,0,2,3,0,0
"23796",1,1,0,0,1,0
"241528",1,0,5,6,6,5
"257951",0,0,0,0,0,0
"258166",0,0,0,0,0,0
"258865",0,0,0,0,0,0
"258427",0,0,0,0,0,0
"258425",0,0,0,0,0,0
"258426",0,0,0,0,0,0
"228151",0,0,0,0,0,0
"258429",0,0,0,0,0,0
"258428",0,0,0,0,0,0
"257899",0,0,0,0,0,0
"258566",0,0,0,0,0,0
"27216",0,0,0,0,0,0
"258563",0,0,0,0,0,0
"258866",0,0,0,0,0,0
"258565",0,0,0,0,0,0
"258255",0,0,0,0,0,0
"258561",0,0,0,0,0,0
"258757",0,0,0,0,0,0
"258562",0,0,0,0,0,0
"258564",0,0,0,0,0,0
"257915",0,0,0,0,0,0
"258579",0,0,0,0,0,0
"259017",0,0,0,0,0,0
"258573",0,0,0,0,0,0
"258582",0,0,0,0,0,0
"258580",0,0,0,0,0,0
"257900",0,0,0,0,0,0
"258577",0,0,0,0,0,0
"257936",0,0,0,0,0,0
"258154",0,0,0,0,0,0
"258581",0,0,0,0,0,0
"257916",0,0,0,0,0,0
"258572",0,0,0,0,0,0
"258571",101,65,86,90,78,73
"258216",5,1,3,4,0,0
"258245",0,0,0,0,0,0
"259151",0,0,0,0,0,0
"259015",0,0,0,0,0,0
"257950",0,0,0,0,0,0
"404323",0,0,0,0,0,0
"257941",0,0,0,0,0,0
"258570",0,0,0,0,0,0
"259013",0,0,0,0,0,0
"18352",0,0,0,0,0,0
"259019",0,0,0,0,0,0
"258575",0,0,0,0,0,0
"259014",0,0,0,0,0,0
"259016",0,0,0,0,0,0
"259018",0,0,0,0,0,0
"404324",0,0,0,0,0,0
"259012",0,0,0,0,0,0
"257974",0,0,0,0,0,0
"259021",0,0,0,0,0,0
"259023",0,0,0,0,0,0
"259020",0,0,0,0,0,0
"404325",0,0,1,0,0,0
"258386",0,0,0,0,0,0
"259022",0,0,0,0,0,0
"259082",0,0,0,0,0,0
"258403",0,0,0,0,0,0
"257880",0,0,0,0,0,0
"258400",0,0,0,0,0,0
"258401",0,0,0,0,0,0
"625853",0,0,0,0,0,0
"258402",0,0,0,0,0,0
"258404",0,0,0,0,0,0
"404473",0,0,0,0,0,0
"258235",0,0,0,0,0,0
"258583",0,0,0,0,0,0
"258585",0,0,0,0,0,0
"258843",0,0,0,0,0,0
"257933",0,0,0,0,0,0
"258844",0,0,0,0,0,0
"258363",0,0,0,0,0,0
"257913",0,0,0,0,0,0
"258362",0,0,0,0,0,0
"258725",0,0,0,0,0,0
"258840",0,0,0,0,0,0
"258842",0,0,0,0,0,0
"258764",0,0,0,0,0,0
"258587",0,0,0,0,0,0
"258584",0,0,0,0,0,0
"228228",0,0,0,0,0,0
"258763",0,0,0,0,0,0
"258085",0,0,0,0,0,0
"258747",0,0,0,0,0,0
"258841",0,0,0,0,0,0
"258762",0,0,0,0,0,0
"258766",0,0,0,0,0,0
"258765",0,0,0,0,0,0
"258586",0,1,0,0,0,0
"258655",0,0,0,0,0,0
"404327",0,0,0,0,0,0
"258294",0,0,0,0,0,0
"257875",0,0,0,0,0,0
"404328",0,0,0,0,0,0
"259031",0,0,0,0,0,0
"258345",0,0,0,0,0,0
"259033",0,0,0,0,0,0
"258347",0,0,0,0,0,0
"259030",0,0,0,0,0,0
"258834",0,0,0,0,0,0
"347712",0,0,0,0,0,0
"347711",0,0,0,0,0,0
"110511",0,0,0,0,0,0
"258346",0,0,0,0,0,0
"258111",0,0,0,0,0,0
"258835",0,0,0,0,0,0
"258652",0,0,0,0,0,0
"258833",0,0,0,0,0,0
"258348",0,0,0,0,0,0
"259032",0,0,0,0,0,0
"258654",0,0,0,0,0,0
"258653",0,0,0,0,0,0
"258101",0,0,0,0,0,0
"258632",0,0,0,0,0,0
"258635",0,0,0,0,0,0
"258630",0,0,0,0,0,0
"258640",0,0,0,0,0,0
"258290",0,0,0,0,0,0
"258317",0,0,0,0,0,0
"258220",0,0,0,0,0,0
"258631",0,0,0,0,0,0
"258103",0,0,0,0,0,0
"258633",0,0,0,0,0,0
"258641",0,0,0,0,0,0
"258636",0,0,0,0,0,0
"258814",0,0,0,0,0,0
"258846",0,0,0,0,0,0
"117005",0,0,0,0,0,0
"258639",0,0,0,0,0,0
"258643",0,0,0,0,0,0
"258845",0,0,0,0,0,0
"117004",0,0,0,0,0,0
"258105",0,0,0,0,0,0
"258638",0,0,0,0,0,0
"258634",0,0,0,0,0,0
"258644",0,0,0,0,0,0
"258291",0,0,0,0,0,0
"258524",0,0,0,0,0,0
"258525",0,0,0,0,0,0
"404329",0,0,0,0,0,0
"546769",0,0,0,0,0,0
"546770",0,0,0,0,0,0
"258767",0,0,0,0,0,0
"258203",0,0,0,0,0,0
"258919",0,0,0,0,0,0
"258920",0,0,0,0,0,0
"258060",0,0,0,0,0,0
"258167",0,0,0,0,0,0
"258522",0,0,0,0,0,0
"258820",0,0,0,0,0,0
"258523",0,0,0,0,0,0
"258921",0,0,0,0,0,0
"258768",0,0,0,0,0,0
"329460",0,0,0,0,0,0
"258748",0,0,0,0,0,0
"258456",0,0,0,0,0,0
"433449",0,0,0,0,0,0
"404330",0,0,0,0,0,0
"258450",0,0,0,0,0,0
"257887",0,0,0,0,0,0
"258897",0,0,0,0,0,0
"258454",0,0,0,0,0,0
"258898",0,0,0,0,0,0
"258455",0,0,0,0,0,0
"258896",0,0,0,0,0,0
"258774",0,0,0,0,0,0
"258453",0,0,0,0,0,0
"258025",0,0,0,0,0,0
"258241",0,0,0,0,0,0
"258900",0,0,0,0,0,0
"258899",0,0,0,0,0,0
"258451",0,0,0,0,0,0
"258895",0,0,0,0,0,0
"258903",0,0,0,0,0,0
"258815",0,0,0,0,0,0
"258901",0,0,0,0,0,0
"258902",0,0,0,0,0,0
"258904",0,0,0,0,0,0
"258177",0,0,0,0,0,0
"258894",0,0,0,0,0,0
"258893",0,0,0,0,0,0
"258969",0,0,0,0,0,0
"258973",0,0,0,0,0,0
"257921",0,0,0,0,0,0
"258785",0,0,0,0,0,0
"258446",0,0,0,0,0,0
"258320",0,0,0,0,0,0
"258974",0,0,0,0,0,0
"258975",0,0,0,0,0,0
"258786",0,0,0,0,0,0
"258972",0,0,0,0,0,0
